,Preço,Preço Realizado,Preço de NVT,Custos Evitados,Preço de Metcalfe,Preço de Estoque-Fluxo
2012-01-16,6.715607666569261,5.157387275080291,3.805299935156939,4.3367828296977935,31.51259882014305,5.30997510291244
2012-01-17,5.59962195032145,5.144759333871447,3.810122462811365,4.370443501084614,31.51407344380236,5.328827159274432
2012-01-18,5.9002312881356005,5.142692402678091,3.8345928186244986,4.3807096145792155,31.515296455150573,5.35465220035033
2012-01-19,6.31570634161309,5.159943825294961,3.866393151586842,4.357162116076204,31.51675339185276,5.381754224406049
2012-01-20,6.50149198831093,5.164696157344977,3.880694930622443,4.348152848138542,31.518186037590205,5.400431627550584
2012-01-21,6.18056832554062,5.1655537751453595,3.884902405461558,4.3444491133074985,31.51983523110918,5.422679342525397
2012-01-22,6.3029672267679695,5.168109756819047,3.884902405461558,4.347334035033665,31.52122607443388,5.444397785670521
2012-01-23,6.37487607714787,5.172570206623687,3.887606086996204,4.349386241611585,31.522994201025057,5.459030810737898
2012-01-24,6.27447647574518,5.175700570939884,3.9023275699463005,4.3332237743715165,31.5244640888758,5.480587042650222
2012-01-25,5.8104650724722395,5.170861687258387,3.917210889629132,4.345593944285642,31.526053462570534,5.498955183596438
2012-01-26,5.36722695441262,5.156173291235057,3.941792305648719,4.358767599079662,31.527557704521808,5.523577385920904
2012-01-27,5.30313719696084,5.147312693316724,3.9695247412387653,4.367364657606888,31.529116839672483,5.545878469157446
2012-01-28,5.65979677498539,5.147214076830168,3.9878522377869636,4.37082769544537,33.970362540608036,5.565627098229044
2012-01-29,5.3914294573348895,5.141498997003098,3.9878522377869636,4.360805583891025,33.97258287597993,5.581687503148434
2012-01-30,5.50348193863238,5.139221735155532,3.9878522377869636,4.32522171968109,33.974908457359106,5.607272613633296
2012-01-31,5.53822029573349,5.133753568263963,4.006115225310091,4.2551197038343265,33.97696856171923,5.632712896767874
2012-02-01,6.0752326522501505,5.144748285242384,4.024730869948327,4.226547789913479,33.97893211681036,5.659448849962927
2012-02-02,6.099572912916419,5.149182496403853,4.047971832454916,4.228941889342093,33.981177868050544,5.690811758144422
2012-02-03,5.95161092752776,5.150204646547618,4.068289136392055,4.19488835548053,33.98344256109937,5.711498423525737
2012-02-04,5.8954132390415,5.150352263798369,4.085593070567246,4.075467115354107,33.98572559653286,5.740051352721571
2012-02-05,5.6781157171244905,5.148443705844936,4.1075812420475275,4.01698979203184,33.9878185264617,5.769925608252849
2012-02-06,5.48266405844535,5.138974576891852,4.127000561624989,3.9758651594953482,33.989998145430604,5.799119436429419
2012-02-07,5.66202770017534,5.139128965860525,4.148291782317191,3.940515192010532,33.992068968351305,5.8335705459288505
2012-02-08,5.6185281899474,5.137972708298361,4.183078967752518,3.947651213195633,33.99428767072443,5.867191422226667
2012-02-09,5.83569985417884,5.139812892567979,4.183078967752518,3.948826673829626,33.99653408517769,5.900352821942636
2012-02-10,5.93783415546464,5.138677199017085,4.210580841090351,3.948523713571485,33.99869777281525,5.944771056083826
2012-02-11,5.61213285330216,5.148126717190238,4.238397120251536,3.957857779126344,34.001078040291084,5.989276921567461
2012-02-12,5.51909716949152,5.146937103159232,4.238397120251536,3.983462863386397,35.78953117944253,6.032046848410083
2012-02-13,5.348354559322031,5.102298452194876,4.266656524447146,4.00701389906073,35.791999647961994,6.0733525334658935
2012-02-14,4.4836540917592105,5.058940727500207,4.342960443628146,4.030299898013566,35.7945138189586,6.097355286906801
2012-02-15,4.3255203220339,5.036588833558486,4.421992210472601,4.068909540272692,35.79698169126739,6.134999452723172
2012-02-16,4.25523904500292,5.02204773611801,4.43633657626931,4.12302527801406,35.79955055179647,6.170601922592318
2012-02-17,4.39153837288136,5.016107583074159,4.438438441159924,4.167718926342959,35.802412200470854,6.209130030176492
2012-02-18,4.27008127761543,4.999034160774216,4.4409602306571845,4.1976757713937705,35.805671817360505,6.254738465093772
2012-02-19,4.38955145821157,4.993995079880091,4.4409602306571845,4.231372871441297,35.808721504831674,6.2909990269647125
2012-02-20,4.36513593892461,4.989373959819484,4.4409602306571845,4.2719685180444245,35.81145415426465,6.338082243447052
2012-02-21,4.315115601987141,4.983055267379137,4.513514964231325,4.314834306461438,35.813997372744495,6.406519874815166
2012-02-22,4.41931028755114,4.978306477928569,4.655014754815907,4.361137203719766,35.81716538876574,6.456913131596172
2012-02-23,5.03951511805961,4.988083520204851,4.736617503397414,4.40064871683496,35.82051216453837,6.471611148634291
2012-02-24,5.02560875891292,4.9908554234804114,4.7898252870667894,4.45511385118588,35.823550372262666,6.483121291365995
2012-02-25,4.77256738106371,4.99091598338546,4.862627313397536,4.504008175290582,35.82695254904678,6.504681192045872
2012-02-26,4.9264208515488,4.990690966093936,4.862627313397536,4.550293602815459,35.830079829004156,6.536577449836618
2012-02-27,4.95251575628287,4.9921259933334206,4.862627313397536,4.6105111332156685,37.00023871588042,6.58062856987812
2012-02-28,4.85725777556984,4.993216881529462,4.862627313397536,4.66366980796361,37.00386708717912,6.64450869288139
2012-02-29,4.87274875569842,4.956845383429038,4.862627313397536,4.700098746453746,37.00797335750493,6.703140285223822
2012-03-01,4.92207212361192,4.958376113564044,4.904087337540825,4.713579954114238,37.011475923296,6.745317401379453
2012-03-02,4.71482358708358,4.9487439285283825,4.952617579203361,4.740308939186806,37.01461375498933,6.782879840137527
2012-03-03,4.628193252483929,4.946212614156207,4.952617579203361,4.7875588223240015,37.017281454769844,6.815615590401089
2012-03-04,4.8341444815897106,4.947590957608785,4.952617579203361,4.802397854163735,37.0205422926264,6.822868289221242
2012-03-05,4.98239290385739,4.94991972062721,4.952617579203361,4.814064094381376,37.024025232080156,6.835811241356079
2012-03-06,4.98784135242548,4.951679464247481,4.952617579203361,4.818116405572296,37.027345918354825,6.854730906758735
2012-03-07,4.94911288457043,4.952873274654288,4.952617579203361,4.820716225996068,37.031113410824865,6.860298992229088
2012-03-08,4.934979495032139,4.951577782752384,4.952617579203361,4.843098464448119,37.03496730082809,6.863396631897525
2012-03-09,4.87229784745763,4.95042432128826,4.952617579203361,4.843230896718539,37.03915981742964,6.8633767030589015
2012-03-10,4.8414238047925195,4.946131226301937,4.952617579203361,4.852080714166488,37.0433200389999,6.873468372077735
2012-03-11,4.89202875160724,4.944044479590658,4.952617579203361,4.876475277923778,37.04672968682303,6.89357943152198
2012-03-12,4.9108393793103495,4.943086492053974,4.952617579203361,4.893331991989941,37.050992165604775,6.897172211158438
2012-03-13,5.29088027878434,4.950225790122389,4.992737356009792,4.899211376538464,38.323680327338465,6.9003722665627585
2012-03-14,5.39054329222677,4.95823930652932,5.013335175974744,4.915112050539871,38.32750449717624,6.918161807003323
2012-03-15,5.34082089888954,4.962820033139829,5.04984774885695,4.904246045689332,38.3309078717869,6.944497578620091
2012-03-16,5.33957479135009,4.968346818473962,5.07901835945796,4.8704758694868175,38.335245992029044,6.951083699620231
